feat_0	feat_1	feat_2	feat_3	feat_4	feat_5	target
0.314826323735785	0.8760497520793116	-0.6852881268466544	0.6045241642691057	-0.8686185614832846	-0.6712832375119042	-59.17763581045078
0.6623315420467346	0.7454201421520966	-0.4237133338033988	0.17922764736740204	-1.3496153516581422	0.35582741196635675	-11.643997818917441
-0.44816980162854786	0.06511533258052152	0.10704594703124619	0.4599678176243232	1.302039105333274	-0.7581306509721447	35.562439451539994
1.1993969862366891	-1.1092763528093432	-0.0031386658410634937	-0.9169333632229991	-0.3250979222305285	-0.6554596871354413	-18.147836194228987
-0.06638858868794273	1.7625153435612937	0.5602406180791101	-1.3087264352084094	-0.6310637430950482	-0.0381813140827458	-42.32871808277215
1.2032821094793498	-0.045557400225275387	0.9864291169741258	-0.7458623286955365	-0.29784561198703485	-0.9822353025953019	27.31338936873763
-0.9848557799186033	-0.16637358955435572	0.03622281509457951	0.7515419653201415	-0.7585852971202435	-1.093725484370086	-193.8655459031163
-0.19655724442099343	-0.9360094985442665	-1.421903635278912	-0.5749878373674678	0.7504825372530398	-0.7644020289908126	-94.16065717383263
-0.16745106247796793	-2.0298937147687006	0.857835800000927	-1.0671063973939758	-1.4121545345297741	-0.9709029740346694	-249.49307264332737
-0.33600732048521736	-1.5624422164210496	0.9949775603027557	0.25827484066590606	0.6022773065299767	0.17842335421729807	28.103908184114086
1.0802992170187022	0.5383268684104576	-0.04825723018450319	0.2973013098570374	0.9245065848279215	-1.310173024711068	111.5903204943998
0.1696930813355476	-1.526967073132732	0.10292682721695677	-0.3773308303733381	-0.15668988661608566	-0.8203327085676199	-96.91944213491794
1.1129386321961727	0.1181033065324663	0.938066461929298	0.9579056540607525	-0.9558597501569113	1.0601703295566804	157.54279221706327
-0.38891917144696403	-0.5769571014129674	-0.5701821974629334	0.8824122721029113	-1.0307428955628943	-0.6692697321958228	-159.1149517912666
0.5477110365250727	-0.12282794461686575	0.7166950616647406	-1.1976144413203713	-0.40632515118011847	0.1708601511660285	5.089054447571645
1.7634828522964368	0.012118249331302683	0.37495067780665364	-1.3510473752585976	1.188150215635991	0.4915170062268079	248.30083304436386
-0.4404511533712771	1.9252378728873503	-0.5731220056875285	-0.4575495102344965	-1.0234162682633574	-1.6612168906857254	-209.0802114731002
0.848313099435743	1.7838572829046122	0.38735052118380187	0.7518291067310799	0.5456620346209842	1.5536112808074376	300.3940611561868
0.6234536094243824	-0.3156031233858582	-1.040599230085145	0.8906716814313947	0.5129168468277764	-2.5412388076882246	-70.22644186354545
-1.4916297055520784	-0.25360969357446667	-2.09636859083883	0.6988287239934226	1.0503125082277305	-0.7035870663665063	-142.82544822706978
-2.802202798391713	-1.4166034824256406	1.660607559894514	-1.1884244215830193	-0.603839552796151	-1.1495540632571182	-400.23465608630113
-1.3613717970142463	-0.6393230234575961	1.9785127051705018	2.0546018821472387	0.05958060440469073	-0.428586905200384	-28.577643152720142
0.7385245150090393	0.08074638517592997	0.34174238661740847	0.17851055855462525	-1.0377226876064352	2.5720540445113507	164.7409129337674
-0.8953572272910186	-0.4607257395333875	0.7234704749563583	-0.06889839297903515	-0.1996186798063129	2.5704195178419615	71.58407622862822
0.06649922995069332	-0.530960487753788	0.10158214490639439	-2.007480139342674	2.2297945116420883	0.0819370606265173	105.38869264513016
-0.4811174413881773	-1.1081231317608788	0.5251726054180967	-0.37027646164773265	-1.3508657235340664	0.22593299068820485	-160.76146872786467
-1.0294415377051311	-1.085851940548782	-0.45467711175786385	-1.2702589697789275	-0.28503615694564804	1.2038623471014007	-126.93529361701763
-0.9323630229582068	0.23849730844971156	2.629678794193094	-0.14019461256958604	-0.872008690180214	0.7077708184303768	-27.141646720186934
-0.582436127712055	1.237835774496539	-0.3747129425242917	1.135733370488022	-0.9598887988210824	1.1630619058593274	4.123589633152616
-1.0559593590689562	-1.5003532761643297	-0.13789969889870665	0.5809325888538347	0.8915153199892447	0.7845553343209962	1.5009320505603796
-1.4256475553457069	-0.2114524619898972	-0.28758212620056534	0.8641708944653442	0.05283811659202088	-0.0744572916291053	-113.56810521824481
0.7828530992096124	0.38210060016517416	0.3088599879779814	0.8288940860790341	1.26547711384615	0.5320999469559539	252.12420468422152
-0.5333630386508945	0.9884458778044596	-0.9200837713392059	-0.6851798220732084	-1.0003677284344106	-1.5293354238262422	-249.86985453312317
2.8669001852644223	0.43006548042837833	0.22223717829232656	-0.5035878043590944	-1.698548767824721	2.0215651562397396	252.67239154391515
-2.096557481215648	-0.09312279204743792	0.47812499636301325	1.6217279782495952	-0.8632082190710727	-1.282503414295042	-268.6387370559829
-0.5856988432036704	1.5234233949752356	-0.5594944185850346	0.846588380396021	-0.10625901921456994	0.7699720823006148	37.785484272777914
-2.3731226915779264	-0.10198950191089971	-0.39414843007331274	-0.35240955533467155	-1.0711951690592252	0.5553830975901711	-292.0079239476836
-1.631266341159874	-1.0009634403511292	0.5608677029871546	-0.14369231594471807	1.0822680994847338	-0.898042586111308	-132.13386341466372
0.24743498165174235	0.21881312587549712	-1.2358770773665917	0.09112409365673263	0.9356385455296768	0.664236396308401	108.26895298328051
0.4695369453076469	0.28317189589834774	-0.10177615247879826	1.1291228749913866	0.6805573455543061	-0.09907840033009041	133.78335680482115
-0.18899654815853278	1.5010881879046518	-0.20037043083777253	-0.6302958810359434	0.17751435167853905	0.2809249445101598	23.976926036170948
-0.46115216090389416	0.9821253743150693	1.5887154181244427	-1.1893175040890254	1.1560828736015454	2.142230651955931	214.47557421635662
1.6200549715265056	-0.19075249268943054	-0.04053116588139337	-0.8034186037220691	0.9933840004019318	0.8365669899507121	242.9114995517133
-0.1610737261531805	0.6113210261245141	-1.2449534138906315	0.03719846957291138	-0.258788016912373	0.684747025194008	-13.678815208080628
-0.7724986802151659	-0.11498820493782162	-0.06827041128892465	0.5856184931497697	-0.533122988358783	0.272598241893915	-79.36638429845566
-0.28679094079492684	1.3303707234518454	0.3266300314025182	-0.9021807511549077	0.2714713839875652	-0.584309733508293	-29.221911518913473
-0.10816036183920817	0.14875157195883115	-0.8780253416263781	-2.6986460638023293	-0.6502318452682724	-1.3820240125223877	-265.5150855574557
0.649802170232626	0.5047843850474012	-0.6248998271346672	1.7978770491393963	0.3899771802937621	-0.4997722208361812	115.40751277965114
0.6862203223134461	0.4587032399860034	0.8399129778088008	0.4576050212304813	-0.9797825720626474	-0.926608378381426	-19.059188251971264
-0.9649658823501771	-1.0918613995247912	0.14563368771076377	1.3064036178793166	1.160018368039874	1.1379429435486936	97.54786832704747
-0.3886429734726365	0.10106084435747183	0.5267817052573492	-0.6467920155914019	-0.17908240519380295	-1.5514411382363107	-150.21950216749235
